Date,Date,Open,High,Low,Close,Adj Close,Volume,year,month,Close_FD,High_FD,Low_FD,Open_FD,ADX_FD,SMA_FD,macd,macdsignal,macdhist,upperband,middleband,lowerband,RSI_FD,ret1,std5,std10,std20,std40,actual_return
48,2016-06-09,24.625,24.997499465942383,24.614999771118164,24.912500381469727,23.31241226196289,106405600,2016,Jun,0.40834560742912984,0.41322232860619845,0.4077676258082099,0.4049231353243177,10.580274512416839,0.4030453711748552,0.002523028406232919,0.0028770596582934228,-0.00035403125206050386,0.4107670279095806,0.4032612556887966,0.39575548346801265,50.9691449677555,0.01798713496662141,0.01316808140206338,0.01830289629486382,0.03541590454102526,0.040316900555156854,-0.0308575253793123
49,2016-06-10,24.63249969482422,24.837499618530273,24.6200008392334,24.707500457763672,23.12057876586914,126851600,2016,Jun,0.39574507248435475,0.4048010866446927,0.40902013458832576,0.4081375329595329,10.809940842835648,0.40452143823623665,0.0017714470150243522,0.0026559371296396087,-0.0008844901146152565,0.41147870021831406,0.40294958768066114,0.3944204751430082,46.10200759312056,-0.0308575253793123,0.020628764913894048,0.020060370681080172,0.03429238331975773,0.040461657426688453,-0.02813056018906268
50,2016-06-13,24.672500610351562,24.780000686645508,24.274999618530273,24.334999084472656,22.772001266479492,152082000,2016,Jun,0.3846125419033086,0.406077482527329,0.39484220979539675,0.410077709163553,10.246592479620848,0.40458262162425446,0.0002743486477543855,0.002179619433262564,-0.0019052707855081786,0.4155255154802716,0.39893980568886683,0.38235409589746205,42.262212229529524,-0.02813056018906268,0.020358974745088285,0.020752289577972746,0.03349886080243033,0.03978626622734804,0.02809736701318588
51,2016-06-14,24.329999923706055,24.6200008392334,24.1875,24.364999771118164,22.80007553100586,127727600,2016,Jun,0.3954191416510402,0.40159684768629855,0.3996203332910184,0.3952593613197539,9.723483285207106,0.4032512093247894,-3.96532116580528e-05,0.0017357649042784406,-0.0017754181159364934,0.412627295206269,0.39705055677713796,0.3814738183480069,46.8867758685111,0.02809736701318588,0.026663092879263377,0.022793453366430648,0.024897581179351064,0.0397813507481359,-0.005422334544274765
52,2016-06-15,24.454999923706055,24.602500915527344,24.25749969482422,24.28499984741211,22.725215911865234,117780800,2016,Jun,0.3932750467797983,0.4051589692184656,0.4061575447357062,0.4085289471485254,9.425555386181864,0.4030458178253,-0.0004562530831297429,0.001297361306796804,-0.001753614389926547,0.410673198764707,0.3954794820495263,0.38028576533434566,46.097859449634356,-0.005422334544274765,0.026545942266635612,0.020267347863985638,0.02123168605570385,0.03961241208204116,0.017520775061440563
53,2016-06-16,24.112499237060547,24.4375,24.017499923706055,24.387500762939453,22.821134567260742,125307200,2016,Jun,0.40016553041170466,0.39981759546319884,0.3955996724989781,0.39289918649918754,8.955659703331163,0.40266750671789875,-0.00022778131853951056,0.0009923327817295412,-0.0012201141002690517,0.4041040872702793,0.3938434666460413,0.3835828460218033,49.064026630916054,0.017520775061440563,0.026451496413487655,0.02090870811897551,0.020755269135389182,0.039569049292987886,-0.06165587145839768
54,2016-06-17,24.155000686645508,24.162500381469727,23.825000762939453,23.832500457763672,22.30178451538086,244032800,2016,Jun,0.37549297590655906,0.39338587616534015,0.3937688801442336,0.40321537883755587,8.620942225912932,0.40163754608023366,-0.0020143644114386516,0.00039099334309590256,-0.002405357754534554,0.40729036922726614,0.38979304733048215,0.37229572543369815,40.475299921450045,-0.06165587145839768,0.036148202602333354,0.028176734245438536,0.024135747012097322,0.04058874141041121,0.03045733028806863
55,2016-06-20,24.0,24.142499923706055,23.75749969482422,23.774999618530273,22.24797821044922,137647600,2016,Jun,0.38692948949459494,0.4005499405290669,0.3972898527476785,0.39764625249455365,8.133057361565251,0.4006239257431086,-0.002478838805844652,-0.00018297308669220833,-0.0022958657191524436,0.4072971884687796,0.39025643684873945,0.3732156852286993,45.258783196799996,0.03045733028806863,0.03820584574681477,0.02951740632194551,0.024301072946747822,0.040839472150630884,0.03315008166152955
56,2016-06-21,23.735000610351562,24.087499618530273,23.670000076293945,23.977500915527344,22.437467575073242,142185600,2016,Jun,0.3997562336685947,0.40075008052603156,0.3970671508511283,0.3911548039853421,7.665902175060587,0.3999682435941447,-0.0017912783111616593,-0.0005046341315860985,-0.0012866441795755608,0.40951547432244256,0.39112385525225035,0.37273223618205814,50.102038001220336,0.03315008166152955,0.03913094122664818,0.031797090472437096,0.02533370397381642,0.0411648817996987,-0.01769957668912614
57,2016-06-22,24.0625,24.22249984741211,23.837499618530273,23.887500762939453,22.353246688842773,116876400,2016,Jun,0.39268071755382117,0.4088878223475363,0.40763255950139055,0.41276128324100947,7.731130713536828,0.39866899216625806,-0.0017966065217918104,-0.0007630286096272408,-0.0010335779121645695,0.4093470746717336,0.3910049894070549,0.37266290414237624,47.60020635626464,-0.01769957668912614,0.0401486220836072,0.0321572373492935,0.025316100436711474,0.04126097138515351,0.020339808153699623
